Company number,Total number of officers,Number of active officers,Number of inactive officers,Number of non-persons officers,Total number of person with significant control,Number of active persons with significant control,Number of ceased persons with significant control,Number of non-persons with significant control,Debt/Equity,Good/Bad
04339390,21,3,18,0,1,1,0,1,0.1,1
00571672,38,3,35,0,1,1,0,1,0.0,1
05853026,13,5,8,0,5,4,1,0,0.52,1
08895158,1,0,1,0,1,1,0,0,923.05,0
00972694,96,6,90,0,0,0,0,0,0.1,0
03235269,4,1,3,0,2,2,0,0,0.0,1
03284544,226,20,206,0,0,0,0,0,0.1,1
02022661,39,0,39,0,0,0,0,0,0.1,1
06843356,1,0,1,0,0,0,0,0,0.1,0
03296514,10,3,7,0,1,1,0,0,7.3832,1
06537639,3,3,0,0,2,2,0,0,1107.99,0
08147697,3,1,2,0,1,1,0,0,2313.0,0
03323061,39,6,33,0,1,1,0,1,0.1,1
00115834,18,4,14,0,1,1,0,1,0.1,1
00912022,41,10,31,0,0,0,0,0,0.1,1
02054230,23,2,21,0,0,0,0,0,0.06845965770171149,0
07373113,10,7,3,0,1,1,0,0,14.301650483378562,1
01043563,32,3,29,0,1,1,0,1,0.1,1
05891009,15,7,8,0,0,0,0,0,0.08249103358330616,1
02861332,31,3,28,0,1,1,0,1,0.1,1
08713590,2,0,2,0,0,0,0,0,0.1,1
03259904,41,11,30,0,0,0,0,0,0.1,1
SC006176,24,7,17,0,0,0,0,0,0.1,1
08184466,6,2,4,0,1,1,0,1,0.1,1
00878804,118,10,108,0,0,0,0,0,5.221208058621513,0
08969244,3,3,0,0,3,3,0,0,0.1,1
06879553,2,0,2,0,1,1,0,0,0.1,1
02886886,6,4,2,0,0,0,0,0,0.1,1
OC359821,115,111,4,0,2,2,0,2,0.1,1
03498158,9,0,9,0,0,0,0,0,0.1,1
04288483,15,0,15,0,0,0,0,0,-106.76278181911985,1
09959332,1,1,0,0,1,1,0,0,1.6466910972192284,0
02255224,7,1,6,0,1,1,0,1,0.1,1
01759455,34,3,31,0,1,1,0,1,0.1,1
08484299,2,1,1,0,1,1,0,0,2115.16,0
02223016,27,3,24,0,2,1,1,2,0.0,1
03061186,10,2,8,0,1,1,0,1,0.1,1
09536363,9,3,6,0,1,1,0,1,0.1,1
04365125,4,2,2,0,1,1,0,0,0.608485925549808,1
NI632722,2,1,1,0,1,1,0,1,0.8005964214711729,0
04840002,14,0,14,0,0,0,0,0,0.1,1
SC029367,57,0,57,0,0,0,0,0,0.1,1
03608496,49,17,32,0,0,0,0,0,0.1,1
02649363,15,4,11,0,1,1,0,1,0.1,1
04813638,40,6,34,0,0,0,0,0,0.1,1
03941910,21,3,18,0,1,1,0,1,0.1,1
07640706,8,5,3,0,1,1,0,1,0.1,1
04609579,43,9,34,0,0,0,0,0,0.1,1
05250279,7,4,3,0,2,2,0,0,0.1,1
10317142,2,1,1,0,2,1,1,0,13.83128670581954,0
00284151,30,0,30,0,0,0,0,0,0.1,1
08981077,2,0,2,0,0,0,0,0,0.1,0
OC381527,2,2,0,0,1,1,0,0,0.1,0
04781727,22,0,22,0,1,1,0,1,0.1,1
02673123,24,3,21,0,2,2,0,0,0.033692788265652585,0
05285388,18,3,15,0,1,1,0,1,0.1,0
02567793,47,9,38,0,0,0,0,0,0.1,0
01108021,36,2,34,0,2,2,0,2,0.1,1
07923087,2,1,1,0,2,1,1,0,0.1,0
00622651,25,7,18,0,0,0,0,0,7148.40206185567,1
03638227,21,0,21,0,0,0,0,0,0.1,1
04987799,11,8,3,0,2,2,0,1,0.1,1
08941338,15,0,15,0,3,3,0,0,0.1,1
06328045,15,3,12,0,1,1,0,1,0.1,1
01503717,49,6,43,0,1,1,0,1,0.1,1
06556193,9,0,9,0,0,0,0,0,-1.509473886698086,1
07673911,21,13,8,0,0,0,0,0,0.1,1
01003645,30,3,27,0,1,1,0,1,0.1,1
02430661,10,2,8,0,1,1,0,0,4222.421,0
01254818,2,2,0,0,2,2,0,0,82.91,0
06597883,4,1,3,0,1,1,0,0,2.8130876269274165,0
09211526,2,0,2,0,2,2,0,0,0.0,0
SC301223,20,4,16,0,1,1,0,1,0.1,1
10989893,3,2,1,0,1,0,1,1,0.1,1
02458694,41,0,41,0,0,0,0,0,0.1,1
06368883,8,2,6,0,1,1,0,0,0.6396337475474166,0
04216809,20,0,20,0,0,0,0,0,0.1,1
04435505,4,2,2,0,1,1,0,0,16448.0,1
00943228,64,14,50,0,0,0,0,0,0.1,1
04188005,4,2,2,0,1,1,0,0,0.0,1
04489789,7,0,7,0,0,0,0,0,0.1,1
NI653886,1,1,0,0,1,1,0,0,0.1,0
00323575,170,17,153,0,0,0,0,0,0.1,1
00230109,11,0,11,0,0,0,0,0,0.1,1
SC445629,2,1,1,0,2,1,1,0,50973.5,0
08933104,1,0,1,0,0,0,0,0,0.1,1
01372495,5,0,5,0,2,2,0,0,0.0,0
00194856,12,2,10,0,1,1,0,1,0.0,0
00374634,29,3,26,0,1,1,0,1,0.1,1
04459145,16,0,16,0,0,0,0,0,0.1,1
SC464888,18,0,18,0,3,1,2,1,0.1,1
07869864,3,3,0,0,2,2,0,0,0.1,0
10952782,1,1,0,0,1,1,0,0,0.1,0
08524437,1,1,0,0,1,1,0,0,0.0,0
04316510,13,3,10,0,1,1,0,1,0.1,1
SC190523,30,1,29,0,0,0,0,0,0.1,1
08445524,1,1,0,0,1,1,0,0,141.99099099099098,0
07408393,1,1,0,0,1,1,0,0,22938.0,0
10280293,3,1,2,0,1,1,0,1,0.1,1
09253680,2,0,2,0,2,2,0,0,11.8,0
04339422,13,5,8,0,0,0,0,0,-3.76623479222626,0
05853520,21,8,13,0,8,0,8,0,0.1,1
00571803,54,14,40,0,0,0,0,0,0.1,1
08895166,6,2,4,0,0,0,0,0,4854.3,1
03235271,5,3,2,0,1,1,0,0,0.0,1
02022665,20,0,20,0,0,0,0,0,0.1,1
00972941,51,3,48,0,1,1,0,1,0.1,1
03284596,8,3,5,0,1,1,0,0,0.0,0
06537641,4,0,4,0,1,1,0,0,146.48,1
06843567,9,2,7,0,1,1,0,1,0.0,1
08147954,5,4,1,0,4,4,0,1,0.1,0
03296632,39,9,30,0,0,0,0,0,0.0356993748573528,1
03323105,14,3,11,0,0,0,0,0,0.1,1
00912191,34,0,34,0,0,0,0,0,0.1,1
02054592,115,16,99,0,0,0,0,0,0.1,1
00116476,21,8,13,0,0,0,0,0,0.8949103375527426,0
02861336,31,3,28,0,1,1,0,1,0.1,1
01043647,4,3,1,0,2,2,0,0,0.3539411829014978,0
05891434,22,7,15,0,1,1,0,1,14398.0,0
07373988,3,2,1,0,2,2,0,0,19035.5,0
08713604,2,0,2,0,0,0,0,0,0.1,1
03259968,4,2,2,0,1,1,0,0,1514.0,0
SC006192,43,3,40,0,1,1,0,1,0.1,1
08969363,2,0,2,0,0,0,0,0,0.1,0
06879671,3,2,1,0,1,1,0,0,2569.52,1
00878838,23,6,17,0,1,0,1,0,0.0,1
OC359914,6,0,6,0,0,0,0,0,0.1,1
08184628,1,1,0,0,1,1,0,0,0.0,0
03498202,14,0,14,0,0,0,0,0,0.1,1
02886938,10,3,7,0,1,1,0,0,6101.0,1
04289449,12,4,8,0,3,1,2,1,0.1,1
02255353,11,3,8,0,5,1,4,1,95.1884,1
09959426,1,1,0,0,1,1,0,0,-1.3577116314342592,0
01759655,14,3,11,0,2,2,0,0,0.025297953676635933,0
08484599,15,5,10,1,1,1,0,1,0.1,1
02223143,74,13,61,0,1,1,0,1,0.1,1
03061216,24,0,24,0,0,0,0,0,0.1,1
09536377,9,3,6,0,1,1,0,1,0.1,1
04365192,8,0,8,0,1,1,0,1,0.0,1
NI632740,1,1,0,0,1,1,0,0,1.0144843568945539,1
04840151,4,0,4,0,0,0,0,0,0.1,1
SC029382,0,0,0,0,0,0,0,0,0.1,1
02649366,13,0,13,0,0,0,0,0,0.1,1
03608555,8,0,8,0,1,1,0,0,-3.5250501002004007,1
04813750,18,3,15,0,1,1,0,1,0.1,1
03941988,26,0,26,0,0,0,0,0,0.1,1
07640730,8,0,8,0,1,1,0,1,0.1,1
04609584,5,3,2,0,2,2,0,0,1.8346807222479433,0
05250284,18,4,14,0,2,1,1,2,0.1,1
08981096,2,0,2,0,0,0,0,0,0.1,0
00284340,30,4,26,0,1,1,0,1,0.1,1
OC381609,4,0,4,4,3,3,0,0,0.1,0
02673231,23,0,23,0,0,0,0,0,0.1,1
04781745,25,2,23,0,2,1,1,2,0.1,1
05285411,5,2,3,0,1,1,0,0,0.30511232416544193,1
10317339,1,1,0,0,1,1,0,0,2539.67,0
02567988,46,2,44,0,1,1,0,1,0.1,1
07923140,1,0,1,0,0,0,0,0,0.1,0
01108292,4,1,3,0,1,1,0,1,0.0,1
00622773,54,12,42,0,0,0,0,0,0.1,0
04987817,13,6,7,0,3,3,0,0,0.1,1
03638247,5,2,3,0,1,1,0,0,0.0,1
06328075,3,3,0,0,2,2,0,0,331.86,0
01503727,50,4,46,0,4,1,3,4,0.1,1
06556212,2,1,1,0,1,1,0,0,0.5987597308352025,0
07674379,1,1,0,0,1,1,0,0,247.93,0
08941559,1,1,0,0,1,1,0,0,91944.0,0
01254833,58,5,53,0,1,0,1,0,0.1,1
01003681,47,4,43,0,1,1,0,1,0.1,1
02432167,8,0,8,0,0,0,0,0,0.1,1
06598543,7,3,4,0,1,1,0,1,0.1,1
SC301232,2,2,0,0,1,1,0,0,0.1,0
09211585,1,1,0,0,1,1,0,0,0.0,0
10990191,2,2,0,0,1,1,0,0,2892.0,0
02458951,27,6,21,0,0,0,0,0,0.1,1
06368975,4,0,4,0,0,0,0,0,0.1,1
04216823,34,1,33,0,3,1,2,3,0.1,1
04435967,5,3,2,0,1,1,0,0,0.0,0
00944049,13,0,13,0,0,0,0,0,0.1,1
04489884,6,2,4,0,1,1,0,0,0.0,0
NI654056,3,3,0,0,0,0,0,0,0.1,0
04188053,5,2,3,0,2,2,0,0,303.16333333333336,0
00323678,19,0,19,0,0,0,0,0,0.1,1
00230224,68,8,60,0,0,0,0,0,0.1,1
08933776,4,0,4,0,0,0,0,0,0.1,1
SC445666,3,3,0,0,2,2,0,0,0.2755179192499622,0
00194871,24,9,15,0,1,1,0,1,0.1,1
01373237,29,3,26,0,1,1,0,1,0.1,1
04459443,21,3,18,0,1,1,0,1,0.1,1
SC465085,3,1,2,0,2,1,1,0,12562.7,0
00375006,0,0,0,0,0,0,0,0,0.1,0
10952906,3,3,0,0,1,1,0,1,0.1,1
07870144,6,3,3,0,1,1,0,1,480134.0,0
08524507,5,0,5,0,0,0,0,0,-43.26742440488955,1
08445776,11,10,1,0,5,5,0,0,0.1,1
07408573,2,1,1,0,1,1,0,0,0.33199143024983585,0
10281020,8,6,2,0,1,0,1,0,0.0,0
04316530,10,3,7,0,3,3,0,0,62090.753086419754,1
SC190544,5,0,5,0,0,0,0,0,0.1,1
09253952,4,0,4,1,3,1,2,3,-85.4520889355283,0
04339455,7,0,7,0,0,0,0,0,0.1,1
00571884,33,3,30,0,1,1,0,1,0.1,1
05853624,4,3,1,0,2,2,0,0,20279.0,0
02022858,22,7,15,0,1,1,0,1,0.1,1
00973091,24,0,24,0,1,1,0,1,0.1,1
08895420,1,1,0,0,1,1,0,0,0.0,0
03235317,8,3,5,0,0,0,0,0,0.0,0
03284637,10,0,10,0,0,0,0,0,0.1,1
06537642,5,0,5,0,0,0,0,0,0.1,1
08148188,2,1,1,0,3,1,2,0,5.55,0
06844171,3,1,2,0,2,2,0,0,48.32,0
03296681,8,5,3,0,0,0,0,0,0.0,1
03323121,25,4,21,0,3,3,0,0,0.1,1
00912211,56,3,53,0,1,1,0,1,0.1,1
00116604,22,7,15,0,1,1,0,0,0.03368400186897362,0
02054649,47,8,39,0,0,0,0,0,0.0,1
07374195,2,0,2,0,2,2,0,0,0.1,0
02861340,31,3,28,0,1,1,0,1,0.1,1
05891725,5,3,2,0,1,1,0,0,0.1,0
08713677,2,2,0,0,1,1,0,0,12.922,0
01043868,18,0,18,0,0,0,0,0,0.1,1
SC006373,18,1,17,0,1,1,0,1,0.1,1
03260109,21,3,18,0,0,0,0,0,0.0,1
06880155,19,8,11,0,2,2,0,0,0.1,1
OC360125,15,5,10,0,1,1,0,0,0.75237398154747,0
00878934,56,21,35,0,0,0,0,0,0.1,0
02886962,36,6,30,0,1,1,0,1,0.1,1
03498607,28,0,28,0,0,0,0,0,0.1,1
08184662,6,0,6,0,0,0,0,0,0.1,1
04289476,21,4,17,0,1,1,0,1,0.1,1
08969482,2,0,2,0,0,0,0,0,0.1,0
02255384,34,2,32,0,1,1,0,1,0.1,1
01759787,36,4,32,0,1,1,0,1,0.1,1
09959619,2,2,0,0,1,1,0,0,0.0,0
03061241,11,3,8,0,1,1,0,0,0.1,0
02223148,42,5,37,0,3,1,2,3,0.1,1
08484707,1,1,0,0,1,1,0,0,-7.961709082418865,0
09536385,9,3,6,0,1,1,0,1,0.1,1
04365519,27,3,24,0,1,1,0,1,0.1,1
NI633194,7,7,0,0,0,0,0,0,832.3333333333334,0
02649419,32,0,32,0,0,0,0,0,0.1,1
SC029412,92,15,77,0,2,1,1,0,0.1,0
04840175,19,4,15,0,1,1,0,1,0.0,1
03608684,10,3,7,0,1,1,0,0,0.0,1
04814024,3,2,1,0,1,1,0,1,-5.614900527811612,0
03942183,42,7,35,0,1,1,0,1,0.1,1
07641004,28,6,22,0,0,0,0,0,0.1,1
04610062,5,3,2,0,2,2,0,0,0.1,0
05250602,12,4,8,0,1,1,0,1,0.1,1
00284448,25,2,23,0,1,1,0,1,0.1,1
OC381692,2,0,2,0,0,0,0,0,0.1,1
02673334,6,3,3,0,1,1,0,1,237.65968063872256,1
04781921,30,5,25,0,1,1,0,0,0.00776804050982175,0
08981138,2,0,2,0,0,0,0,0,0.1,0
10317433,4,2,2,0,1,1,0,0,42622.0,0
05285783,14,3,11,0,3,2,1,1,0.1,0
07923292,2,2,0,0,2,2,0,0,0.1,1
01108300,25,3,22,0,4,1,3,1,0.1,1
02568025,6,2,4,0,1,1,0,0,0.0,0
04988045,4,4,0,0,2,2,0,0,0.1,0
00622786,49,11,38,0,5,4,1,0,0.0,1
01504855,13,4,9,0,1,1,0,1,0.1,1
06328950,7,0,7,0,2,1,1,1,0.4535109386026817,1
03638250,19,2,17,0,0,0,0,0,0.0,0
06556344,10,0,10,0,1,1,0,1,0.0,1
08941641,1,1,0,0,1,1,0,0,2577.3529411764707,0
07675020,4,0,4,0,0,0,0,0,0.1,1
01255150,24,0,24,0,1,1,0,1,0.1,1
01003825,44,4,40,0,1,1,0,1,0.1,1
02432592,30,7,23,0,1,1,0,1,0.1,1
SC301244,11,4,7,0,1,1,0,1,0.1,1
06598842,5,2,3,0,2,2,0,0,161.29727272727274,0
10990198,2,0,2,0,1,1,0,0,0.1,0
08410098,9,5,4,0,1,1,0,1,0.1,1
09211796,1,1,0,0,1,1,0,0,-19.914620535714285,0
06369051,5,2,3,0,1,1,0,0,72.39,1
04216858,34,1,33,0,3,1,2,3,0.1,1
04435975,25,3,22,0,2,1,1,2,0.1,1
00944052,5,1,4,0,1,1,0,1,34.47061325167985,0
00323690,36,3,33,0,1,1,0,1,0.1,1
04489898,7,1,6,0,1,1,0,0,39278.416666666664,0
NI654210,4,4,0,0,0,0,0,0,0.1,0
04188073,25,0,25,0,0,0,0,0,0.1,1
00230433,123,10,113,0,0,0,0,0,124.89392084863321,1
SC445814,3,3,0,0,4,3,1,0,0.0,0
08933793,3,3,0,0,0,0,0,0,0.0,0
00194944,21,4,17,0,1,1,0,0,0.1,1
00375121,16,0,16,0,0,0,0,0,0.1,1
10952949,1,1,0,0,1,1,0,0,6.66984505363528,0
01373294,3,3,0,0,2,2,0,0,1.0385747865891377,0
07870278,4,3,1,0,2,2,0,0,0.1,0
SC465136,1,0,1,0,1,1,0,0,-5.400667779632721,0
04459492,4,2,2,0,1,1,0,0,0.9477545262167881,1
08524590,9,8,1,0,0,0,0,0,2.656,1
10281396,5,2,3,0,1,1,0,1,0.1,1
07408764,3,0,3,0,0,0,0,0,0.0,0
08445851,2,2,0,0,1,1,0,0,0.6501507856727158,0
04316800,34,4,30,0,1,1,0,1,0.1,1
SC190660,13,3,10,0,1,1,0,1,0.1,1
04339567,7,2,5,0,2,2,0,0,0.0,1
00572631,15,6,9,0,0,0,0,0,0.1,1
05853895,11,3,8,0,2,2,0,1,0.1,1
09254129,3,1,2,0,1,1,0,1,0.1,1
00973146,31,9,22,0,0,0,0,0,8.655555555555555,1
03284736,5,3,2,0,1,1,0,0,0.1,1
03235382,5,0,5,0,0,0,0,0,0.1,0
06537654,4,0,4,0,0,0,0,0,0.1,1
08148504,5,4,1,0,1,1,0,1,0.1,1
06844413,11,7,4,0,1,1,0,0,0.0,1
08895976,1,1,0,0,1,1,0,1,886894.5,1
02023215,22,0,22,0,0,0,0,0,0.1,1
03296825,43,14,29,0,0,0,0,0,0.1,1
03323436,38,6,32,0,1,1,0,1,0.1,1
00912265,53,12,41,0,0,0,0,0,0.1,1
00116784,48,13,35,0,0,0,0,0,0.1,1
07374707,3,2,1,0,1,1,0,0,2495.26,0
05891855,4,2,2,0,1,1,0,0,0.1,0
01043869,7,0,7,0,0,0,0,0,0.1,0
08713681,2,0,2,0,0,0,0,0,0.1,1
02055002,42,9,33,0,0,0,0,0,0.1,1
SC006472,28,3,25,0,1,1,0,1,0.1,1
02861345,31,3,28,0,1,1,0,1,0.1,1
03498791,29,4,25,0,0,0,0,0,0.1,1
03260153,36,5,31,0,1,1,0,1,0.08199343443191079,1
08185191,11,3,8,0,3,3,0,3,0.1,1
06880196,11,6,5,0,2,1,1,1,0.1,1
OC360128,34,2,32,9,1,1,0,1,0.1,1
00879039,30,5,25,0,0,0,0,0,1.3289473684210527,1
02255458,20,8,12,0,1,1,0,0,0.1,1
08969763,4,0,4,0,1,1,0,0,0.0,0
04289478,9,3,6,0,2,2,0,0,0.0,1
02886984,17,2,15,0,1,1,0,1,0.1,1
03061249,27,2,25,0,1,1,0,0,0.1,1
09959637,6,6,0,0,0,0,0,0,0.1,1
02223202,54,9,45,0,1,1,0,1,0.1,1
08485163,2,2,0,0,1,1,0,0,94.4,0
01759876,59,9,50,0,1,1,0,0,0.1,0
09536397,9,3,6,0,1,1,0,1,0.1,1
NI633373,1,0,1,0,1,1,0,0,0.0,0
04365607,35,6,29,0,0,0,0,0,0.1,0
SC029826,31,0,31,0,1,1,0,1,0.1,0
02649467,17,0,17,0,0,0,0,0,0.1,1
03608886,17,0,17,0,0,0,0,0,0.1,1
04840187,5,3,2,0,2,2,0,0,46867.5,0
04814072,2,1,1,0,2,2,0,0,0.0,0
03942260,6,2,4,0,1,1,0,0,-1.3566801573015672,1
05250748,6,3,3,0,4,1,3,0,3707.57,1
04610249,7,4,3,0,1,1,0,0,10369.626666666667,1
07641233,2,2,0,0,1,1,0,0,5254.0,0
OC381809,11,3,8,0,2,2,0,0,0.0,0
08981169,2,0,2,0,0,0,0,0,0.1,0
02673604,9,1,8,0,4,2,2,1,0.022918487170413594,0
04782008,15,3,12,0,0,0,0,0,3.4339584657766475,1
00285257,23,5,18,0,1,1,0,1,0.1,1
10317509,7,0,7,0,1,1,0,1,0.1,1
02540333,52,6,46,0,0,0,0,0,0.1,1
07923315,1,1,0,0,1,1,0,1,0.1,1
01108440,17,4,13,0,1,1,0,1,0.1,1
02568407,121,13,108,0,1,1,0,0,0.13931712734547622,0
00622847,48,3,45,0,1,1,0,1,0.1,1
04988117,13,4,9,0,0,0,0,0,0.1,0
06556697,3,1,2,0,1,1,0,0,0.0,1
03638730,3,3,0,0,2,2,0,0,0.1,0
01505179,9,4,5,0,1,1,0,0,0.1,1
08941652,1,1,0,0,1,1,0,0,235.42,0
01255762,36,11,25,0,0,0,0,0,0.1,1
06329035,16,4,12,0,1,1,0,1,0.1,1
01003834,0,0,0,0,0,0,0,0,0.1,0
SC301287,4,0,4,0,0,0,0,0,0.1,1
02432789,14,1,13,0,1,1,0,0,0.1,1
06600115,16,3,13,0,1,1,0,0,0.0,1
07675052,3,3,0,0,2,2,0,0,0.0,0
09212140,5,4,1,0,0,0,0,0,-1.0,1
08410538,1,1,0,0,0,0,0,0,1877.909090909091,0
10990361,7,3,4,0,1,1,0,0,0.1,1
04216868,34,1,33,0,3,1,2,3,0.1,1
04436319,5,1,4,0,2,1,1,0,0.1,1
00944439,54,9,45,0,0,0,0,0,0.1,1
06369072,6,3,3,0,2,2,0,0,7.055639396346306,1
00323778,29,8,21,0,1,1,0,1,0.1,1
04489964,5,3,2,0,1,1,0,0,0.1,0
04188152,23,9,14,0,0,0,0,0,0.1,1
NI654233,5,5,0,0,2,2,0,0,0.1,1
00230553,31,3,28,0,1,1,0,1,0.1,0
00195581,20,3,17,0,1,1,0,1,0.1,1
08933794,2,1,1,0,2,2,0,0,0.0,0
SC445952,23,8,15,0,0,0,0,0,0.005740121879300177,0
00375155,6,3,3,0,1,1,0,0,0.1,0
01373443,28,0,28,0,0,0,0,0,-1.0,1
SC465243,1,0,1,0,0,0,0,0,0.1,0
07870768,8,0,8,0,0,0,0,0,0.0,1
04459512,5,1,4,0,1,1,0,0,795.5,0
10281430,3,0,3,0,0,0,0,0,0.13374944271065536,0
08524643,3,3,0,0,2,2,0,0,0.21581429089590135,0
07409073,2,0,2,0,0,0,0,0,0.1,1
08445947,1,1,0,0,1,1,0,0,0.1,1
10952991,1,1,0,0,1,1,0,0,0.1,0
04316888,33,0,33,0,0,0,0,0,0.1,1
SC190785,34,0,34,0,0,0,0,0,0.1,1
00572698,14,0,14,0,0,0,0,0,0.1,1
04339696,19,1,18,0,1,1,0,1,0.0,1
05854109,28,2,26,0,1,1,0,1,0.1,1
09254473,3,2,1,0,2,2,0,0,0.0,0
00973387,96,8,88,0,2,2,0,2,0.1,1
03284835,9,3,6,0,1,1,0,0,0.1,1
06537657,5,3,2,0,2,2,0,0,73912.5,1
03235471,5,2,3,0,1,1,0,0,1.2120448820700709,0
08148663,16,7,9,0,0,0,0,0,0.1,1
02023217,39,4,35,0,1,1,0,1,0.1,1
03296884,20,0,20,0,1,1,0,1,0.1,1
08896113,2,0,2,0,2,2,0,0,0.0,0
03323464,28,0,28,0,0,0,0,0,0.1,1
00912603,14,4,10,0,1,1,0,1,0.1,0
07374824,4,3,1,0,2,2,0,0,0.18080651471461898,1
06844511,3,3,0,0,3,3,0,0,6.010284920083391,0
00116788,38,5,33,0,3,1,2,1,0.1,1
01044063,41,4,37,0,1,1,0,1,0.1,1
08714244,14,7,7,0,8,8,0,8,0.1,1
02861348,31,3,28,0,1,1,0,1,0.1,1
SC006637,47,3,44,0,1,1,0,1,0.1,1
02055026,16,0,16,0,0,0,0,0,0.1,1
05891911,8,2,6,0,2,2,0,2,0.0,0
03498959,20,3,17,0,1,1,0,1,0.1,1
03260168,44,11,33,0,0,0,0,0,0.1,1
00879148,5,2,3,0,3,1,2,0,0.1,0
08969772,2,0,2,0,0,0,0,0,0.1,0
04289649,11,3,8,0,1,1,0,1,0.1,0
OC360255,101,51,50,0,0,0,0,0,0.1,1
08185204,2,1,1,0,1,1,0,0,0.0,1
01720297,32,0,32,0,0,0,0,0,0.1,1
03061336,15,0,15,0,0,0,0,0,0.1,1
02255591,7,3,4,0,3,1,2,1,0.1,1
06880387,6,1,5,0,1,1,0,1,3549.82,1
01759971,11,2,9,0,2,2,0,0,17195.07,1
08485281,1,0,1,0,0,0,0,0,0.18477595869123656,1
09536403,9,3,6,0,1,1,0,1,0.1,1
02223203,25,6,19,0,1,1,0,1,0.1,1
09959654,3,3,0,0,1,1,0,0,0.1,1
SC030035,4,0,4,0,1,1,0,0,0.1,0
NI633416,1,0,1,0,0,0,0,0,0.1,0
04365825,11,1,10,0,1,1,0,1,0.0,1
02649478,25,4,21,0,1,1,0,1,0.1,1
03608910,17,2,15,0,2,1,1,0,0.0,1
04840262,5,3,2,0,1,1,0,0,468.12,1
04814086,4,0,4,0,0,0,0,0,0.271293184364308,0
05250751,7,2,5,0,0,0,0,0,0.0,0
03942526,8,2,6,0,0,0,0,0,136688.0,1
04610510,17,2,15,0,1,1,0,1,0.03474182481434837,1
07641345,4,2,2,0,1,1,0,0,-3.8417874396135265,1
08981185,2,0,2,0,0,0,0,0,0.1,0
OC381819,3,2,1,0,1,1,0,0,0.1,0
00285372,12,3,9,0,1,1,0,1,0.1,0
02673624,51,8,43,0,0,0,0,0,0.1,1
04782079,4,0,4,0,2,2,0,0,0.1,1
10317624,1,0,1,0,1,1,0,0,0.1,0
02540399,14,4,10,0,1,1,0,1,0.1,1
07923329,44,10,34,0,0,0,0,0,0.1,0
01108587,26,4,22,0,1,1,0,1,0.1,1
02568432,24,0,24,0,0,0,0,0,0.1,1
00623112,28,4,24,0,0,0,0,0,2.8,0
04988146,8,4,4,0,1,1,0,1,0.1,1
01505228,16,4,12,0,0,0,0,0,0.1,1
03638834,11,3,8,0,1,1,0,0,0.1,0
06329321,5,0,5,0,0,0,0,0,0.1,1
01256051,18,3,15,0,1,1,0,1,0.1,1
08941790,1,1,0,0,1,1,0,0,-0.0,0
01004191,20,3,17,0,0,0,0,0,0.1,1
06556971,5,2,3,0,1,1,0,0,4.268248175182482,1
SC301300,4,2,2,0,1,1,0,0,0.6450258713267597,0
07675172,28,14,14,0,0,0,0,0,0.1,1
02433029,18,0,18,0,1,1,0,1,0.0,1
09213608,1,0,1,0,0,0,0,0,0.1,0
06600224,5,3,2,0,1,1,0,0,13990.03,0
10990754,3,2,1,0,1,1,0,0,0.0,0
04216881,34,1,33,0,3,1,2,3,0.1,1
04436426,9,3,6,0,0,0,0,0,0.1,0
00944703,43,12,31,0,2,2,0,2,0.1,1
08410734,3,2,1,0,2,1,1,0,360.93,0
06369165,3,3,0,0,1,1,0,0,1.1112518479447882,0
00324340,56,5,51,0,1,1,0,1,0.1,1
00230737,31,3,28,0,1,1,0,1,0.1,1
04490331,13,2,11,0,2,1,1,1,1.1773548118056112,0
04188159,17,0,17,0,1,1,0,1,0.1,1
NI654292,10,10,0,0,0,0,0,0,0.1,0
08933817,2,1,1,0,1,1,0,0,0.35650549906619633,0
SC446125,2,0,2,0,0,0,0,0,0.1,0
00195626,55,11,44,0,1,1,0,1,0.1,1
00375364,53,5,48,0,3,2,1,0,0.1605,1
01373444,10,4,6,0,1,1,0,0,0.1,1
10281540,3,1,2,0,1,1,0,1,0.1,0
SC465251,6,4,2,0,0,0,0,0,0.1,1
04459593,6,0,6,0,0,0,0,0,0.1,1
10953300,3,3,0,0,1,1,0,1,0.1,1
07409087,24,5,19,0,2,1,1,2,0.1,1
08524671,8,0,8,0,1,1,0,1,0.1,1
07870879,4,4,0,0,1,1,0,0,2030.25,0
04316892,14,2,12,0,3,2,1,0,7.477756013697279,1
SC190967,27,3,24,0,1,1,0,1,0.1,1
04339730,35,5,30,0,2,2,0,2,0.1,1
00573059,6,2,4,0,1,1,0,1,0.0,0
08446161,6,3,3,0,1,1,0,1,7.329356745404551,1
05854506,10,3,7,0,1,1,0,1,0.1,0
09254561,1,0,1,0,1,1,0,0,10.366666666666667,1
00973594,25,0,25,0,0,0,0,0,0.1,1
03284963,46,7,39,0,1,1,0,1,0.1,1
06537730,18,6,12,0,1,1,0,1,0.1,1
03235481,45,0,45,0,4,3,1,0,0.1,1
08148932,10,8,2,0,1,1,0,1,26.111,1
02023981,41,10,31,0,0,0,0,0,0.1,1
03296907,18,0,18,0,0,0,0,0,0.0,1
03323710,67,5,62,0,1,1,0,1,0.1,1
08896296,12,5,7,0,0,0,0,0,0.1,1
00912624,42,6,36,0,2,2,0,2,0.1,1
06844557,14,3,11,0,1,1,0,1,0.1,1
07374830,13,3,10,0,1,1,0,1,0.1,1
01044089,183,113,70,0,0,0,0,0,0.1,1
00116800,7,3,4,0,1,1,0,1,0.1,1
