Company number,Total number of officers,Number of active officers,Number of inactive officers,Number of non-persons officers,Total number of person with significant control,Number of active persons with significant control,Number of ceased persons with significant control,Number of non-persons with significant control,Debt/Equity,Good/Bad
05175899,11,9,2,0,0,0,0,0,0.1,1
SC137657,17,3,14,0,1,1,0,1,0.1,1
02984805,29,5,24,0,1,1,0,1,3.9606451612903224,1
07705271,3,3,0,1,1,1,0,1,0.1,1
SC152485,10,1,9,0,1,1,0,1,0.1,0
01966277,68,3,65,0,1,1,0,1,0.1,1
09309701,1,1,0,0,1,1,0,0,0.0,1
02403588,18,2,16,0,1,1,0,1,0.0,1
SC269415,6,3,3,0,2,2,0,0,1.6297919187294942,0
05789411,4,2,2,0,2,2,0,0,3762.0,0
02067633,5,4,1,0,1,1,0,0,0.1,1
03758842,8,4,4,0,1,1,0,0,14406.68,1
02813358,88,12,76,0,1,1,0,1,0.1,1
05466017,9,7,2,0,0,0,0,0,0.1,1
08251326,4,4,0,0,5,5,0,1,0.1,1
02897801,8,4,4,0,1,1,0,0,0.1,0
02476625,4,4,0,0,2,2,0,0,949.08,0
02215790,23,4,19,0,0,0,0,0,0.0,1
01998780,25,3,22,0,1,1,0,1,0.1,1
00545217,66,7,59,0,1,1,0,1,0.1,1
SC348710,3,0,3,0,0,0,0,0,0.1,0
05821633,3,2,1,0,1,1,0,0,0.2977923099616481,1
06470721,3,0,3,0,0,0,0,0,0.1,0
SC165970,17,0,17,0,0,0,0,0,-1.0,1
02917450,16,3,13,0,1,1,0,0,0.1,1
OC309340,27,0,27,0,0,0,0,0,0.1,1
09125522,2,0,2,0,1,1,0,0,0.0,0
08614024,12,4,8,0,1,1,0,1,-1.2262404600325574,1
02103739,61,3,58,0,1,1,0,1,0.1,1
05961112,5,3,2,0,1,1,0,0,0.0,0
08349379,2,0,2,0,1,1,0,0,0.0,0
10569873,1,1,0,0,1,1,0,0,176.84357541899442,0
06923384,3,1,2,0,4,1,3,1,0.18627644361161794,1
SC284668,6,3,3,0,2,2,0,0,0.6827340005868353,1
03857576,21,6,15,1,1,1,0,1,0.1,1
02180483,65,13,52,0,0,0,0,0,0.1,1
06032746,11,6,5,0,0,0,0,0,0.0,1
SC329536,4,2,2,0,2,1,1,0,0.34870108516935217,0
09164759,2,0,2,0,0,0,0,0,0.1,1
11843226,2,2,0,0,1,1,0,0,0.1,0
SC367876,1,1,0,0,2,2,0,0,342.6,0
08396817,3,1,2,0,1,1,0,0,26.265,0
07430317,26,14,12,0,0,0,0,0,0.1,0
00650598,14,0,14,0,0,0,0,0,0.1,1
03792949,8,5,3,0,2,2,0,0,97681.33333333333,1
03013406,24,3,21,0,1,1,0,1,0.1,1
00697738,29,0,29,0,0,0,0,0,0.1,1
07469437,7,3,4,0,2,2,0,1,188.30653266331657,0
06306678,6,0,6,0,0,0,0,0,0.1,1
06636724,12,1,11,0,2,1,1,0,-1.9832238590955085,0
03135472,25,3,22,0,0,0,0,0,0.0,1
00737366,49,5,44,0,1,1,0,1,0.1,1
05926092,5,1,4,0,2,2,0,0,404.05,1
02835527,21,2,19,0,1,1,0,1,0.0,1
04088050,20,5,15,0,1,1,0,1,0.1,1
04061940,25,3,22,0,1,1,0,1,0.1,1
06678359,11,8,3,0,4,1,3,1,0.1,0
10399333,8,5,3,0,1,1,0,1,0.1,1
01813559,12,0,12,0,0,0,0,0,0.1,1
02586929,34,4,30,0,1,1,0,1,0.1,1
06050970,6,3,3,0,2,2,0,0,78.04,1
05629152,21,6,15,0,1,1,0,1,0.1,1
06813155,2,0,2,0,0,0,0,0,0.1,1
10615103,2,2,0,0,1,1,0,1,0.1,0
02306954,7,3,4,0,1,1,0,0,14284.75,0
06781654,5,3,2,0,2,2,0,0,0.0,0
03158105,22,5,17,0,1,1,0,1,0.1,1
SC232868,8,4,4,0,2,1,1,2,0.1,1
SC109933,37,0,37,0,0,0,0,0,0.1,1
SC210599,13,0,13,0,0,0,0,0,0.1,1
05312703,37,2,35,0,2,2,0,0,0.0,1
03358021,21,7,14,0,6,6,0,0,182.0,1
10445772,1,1,0,0,0,0,0,0,0.0,0
08205409,2,0,2,0,0,0,0,0,0.1,0
SC248359,8,2,6,0,2,2,0,0,0.7592447771198749,1
SC397449,7,4,3,1,2,2,0,0,0.1,1
03389978,50,5,45,0,1,1,0,1,0.1,1
05145341,26,6,20,0,1,1,0,1,0.1,1
01658691,7,2,5,0,0,0,0,0,0.0,0
04115230,40,7,33,0,1,1,0,1,0.1,1
02611160,8,2,6,0,1,1,0,0,3.5535,1
FC029563,8,4,4,0,0,0,0,0,0.1,1
01701757,4,3,1,0,2,2,0,0,0.0336299445204986,1
SC128255,48,13,35,0,5,4,1,0,0.1,1
08658766,2,1,1,0,1,1,0,0,3.398184213955778,0
05663775,7,0,7,0,0,0,0,0,0.0,1
IP031499,0,0,0,0,0,0,0,0,0.1,0
SC064430,61,8,53,0,0,0,0,0,0.1,1
07575896,13,5,8,0,0,0,0,0,0.1,1
07738676,4,2,2,0,1,1,0,1,1276.0,1
OC341223,130,127,3,0,0,0,0,0,0.1,1
01852837,12,5,7,0,0,0,0,0,0.1,1
SC044986,13,5,8,0,1,1,0,1,0.1,1
02687110,6,2,4,0,1,1,0,0,0.1,0
03766242,16,5,11,0,0,0,0,0,0.1,1
07616837,1,1,0,0,2,2,0,0,0.1,0
OC325255,9,8,1,0,3,3,0,1,0.1,0
02710768,14,0,14,0,0,0,0,0,0.1,1
02368728,26,3,23,0,1,1,0,1,0.1,1
00513843,14,4,10,0,1,1,0,0,0.1,1
SC137691,7,2,5,1,2,2,0,0,0.1,1
05176330,18,4,14,0,2,2,0,2,0.1,1
06122534,13,0,13,0,3,3,0,1,0.1,1
SC152607,8,0,8,0,0,0,0,0,0.1,0
07705484,11,0,11,0,4,4,0,1,0.0,1
01966360,6,3,3,0,1,1,0,1,0.0,1
09309759,19,8,11,0,1,1,0,1,0.1,1
02403711,19,0,19,0,0,0,0,0,0.1,1
SC269443,3,3,0,0,2,2,0,0,317.0,0
02067701,6,2,4,0,1,1,0,1,0.1,0
05790132,3,3,0,0,2,2,0,0,660.5,0
02813598,42,4,38,0,1,1,0,1,0.1,1
05466121,5,3,2,0,0,0,0,0,0.1,1
03759102,25,7,18,0,1,1,0,1,0.1,1
06169712,8,4,4,0,3,3,0,0,0.1,0
08251500,2,1,1,0,1,1,0,0,-5.114945511157239,0
02476638,8,3,5,0,0,0,0,0,0.0,1
02215803,22,0,22,0,0,0,0,0,0.1,0
09267773,1,0,1,0,0,0,0,0,0.1,1
00545333,15,7,8,0,1,1,0,1,0.1,0
05821987,20,4,16,0,2,2,0,2,0.1,1
SC348828,2,2,0,0,2,2,0,0,0.1,1
06216096,9,0,9,0,0,0,0,0,0.1,1
SC165976,17,0,17,0,0,0,0,0,0.0,1
BR009305,0,0,0,0,0,0,0,0,0.1,0
OC309371,28,6,22,0,0,0,0,0,0.1,1
09125542,4,3,1,0,3,3,0,0,0.0,0
08614761,2,1,1,0,1,1,0,0,0.0,0
02103830,33,2,31,0,1,1,0,1,0.1,1
05961262,5,3,2,0,1,1,0,0,2.231093174241095,1
10570068,2,0,2,0,1,1,0,0,0.1,0
08349593,1,1,0,0,1,1,0,0,473.9,1
06923694,4,0,4,0,0,0,0,0,0.1,1
03857691,8,4,4,0,3,3,0,0,1.9346521449210936,1
SC284786,6,2,4,0,0,0,0,0,0.0,1
02180957,7,5,2,0,2,1,1,1,0.1,0
06032755,11,3,8,0,0,0,0,0,0.0,1
SC329549,5,1,4,1,1,1,0,0,4424.55,1
09165169,1,1,0,0,1,1,0,0,0.0,0
11843308,1,1,0,0,1,1,0,1,0.1,1
08397102,4,0,4,0,0,0,0,0,0.1,0
SC367884,5,4,1,0,3,3,0,0,0.3540740740740741,1
00650900,6,3,3,0,2,2,0,0,0.10458441016731958,1
FC016500,5,0,5,0,0,0,0,0,0.1,1
03792982,15,9,6,0,0,0,0,0,0.1,0
03013493,79,0,79,0,0,0,0,0,0.1,1
00697744,48,0,48,0,0,0,0,0,0.1,1
SC522719,2,1,1,0,2,1,1,1,0.0,1
03135512,20,0,20,0,1,1,0,1,0.1,1
06636784,2,2,0,0,1,1,0,0,0.049379794399967675,0
04088211,12,6,6,0,1,1,0,0,0.1,1
02835722,12,4,8,0,0,0,0,0,0.1,0
05926560,17,1,16,0,1,1,0,1,1.7662440285262744,1
00737501,16,3,13,0,0,0,0,0,0.1,0
01813905,31,3,28,0,1,1,0,1,0.1,1
06307002,6,0,6,0,0,0,0,0,0.0,1
06678802,5,0,5,0,1,1,0,1,0.0,1
04062031,11,5,6,0,0,0,0,0,1.2408448314261171,1
10399357,1,1,0,0,1,1,0,0,0.0,0
10615394,4,3,1,0,1,1,0,0,0.1,1
06813192,6,0,6,0,0,0,0,0,0.1,1
02586983,8,0,8,0,1,1,0,0,0.0,1
05629393,3,3,0,0,2,2,0,0,0.1,1
06782365,4,2,2,0,1,1,0,1,351.0,1
06051030,23,3,20,0,3,3,0,0,0.0,1
02307096,30,3,27,0,2,2,0,2,0.1,1
03158106,28,4,24,0,1,1,0,1,0.1,1
SC232869,8,4,4,0,2,1,1,2,0.1,1
SC210686,19,4,15,0,1,1,0,1,0.1,1
SC547510,2,1,1,0,2,1,1,0,5.033650039588282,0
05312722,10,2,8,0,1,1,0,1,0.1,1
SC433439,1,0,1,0,0,0,0,0,0.1,0
03358035,40,3,37,0,1,1,0,1,0.1,1
10445960,8,3,5,0,0,0,0,0,0.0,1
SC248426,5,1,4,0,2,1,1,0,6.9074285714285715,0
SC397450,7,4,3,0,1,1,0,1,0.1,1
05145345,23,6,17,0,1,1,0,1,0.1,1
03390085,5,3,2,0,2,2,0,0,0.33959129351795353,1
04115311,77,5,72,0,0,0,0,0,0.1,1
01658699,26,4,22,0,0,0,0,0,0.016562329463022038,1
02611177,5,3,2,0,1,1,0,0,207.45,1
FC029668,8,6,2,0,0,0,0,0,0.1,1
01701924,80,3,77,0,0,0,0,0,0.1,1
08658805,15,8,7,0,6,6,0,0,0.005814340724806785,0
09747371,2,1,1,0,1,1,0,0,0.25591701203375444,0
05663776,6,0,6,0,0,0,0,0,0.0,1
IP031506,0,0,0,0,0,0,0,0,0.1,0
SC064588,55,6,49,0,0,0,0,0,0.1,1
OC341404,5,4,1,0,4,4,0,0,0.1,1
07738829,1,1,0,0,1,1,0,0,11.595,0
07575914,5,3,2,0,0,0,0,0,0.1,1
01852933,18,1,17,0,1,1,0,1,0.0,1
SC045006,98,3,95,0,1,1,0,1,0.1,1
02687137,37,3,34,0,2,1,1,0,0.11118864909048763,1
03766382,11,0,11,0,0,0,0,0,0.1,1
07617194,11,7,4,0,0,0,0,0,0.1,1
OC325292,5,3,2,4,2,1,1,1,0.1,1
00513910,22,3,19,0,1,1,0,1,0.1,0
02710846,39,6,33,0,1,1,0,1,0.1,1
02368763,39,0,39,0,0,0,0,0,0.1,1
05176511,12,0,12,0,1,1,0,1,0.0,1
SC137893,7,2,5,0,3,1,2,1,0.1,1
06122711,15,3,12,0,1,1,0,1,0.1,1
SC152623,10,3,7,0,1,1,0,0,0.1,0
07705498,11,0,11,0,3,3,0,0,0.0,1
01966438,13,3,10,0,1,1,0,1,0.1,1
09310426,7,1,6,0,3,1,2,0,0.0,0
02403771,24,0,24,0,0,0,0,0,0.1,1
02067804,60,0,60,0,0,0,0,0,0.1,1
05790256,4,2,2,0,1,1,0,1,0.1,1
SC269495,11,5,6,0,0,0,0,0,0.1,1
02814128,19,3,16,0,1,1,0,1,0.1,1
03759628,5,2,3,0,1,1,0,0,0.0,1
05466943,25,3,22,0,1,1,0,1,0.1,1
06169738,15,3,12,0,1,1,0,1,0.1,1
05497802,15,0,15,0,0,0,0,0,0.1,1
02476642,49,14,35,0,1,0,1,0,0.1,1
09267876,6,3,3,0,2,2,0,2,0.1,1
02215915,6,0,6,0,0,0,0,0,0.1,1
00546037,15,0,15,0,0,0,0,0,0.1,1
SC349020,4,0,4,0,0,0,0,0,0.1,1
SC166042,43,7,36,0,2,1,1,0,0.1,1
05822082,4,2,2,0,2,1,1,0,925.16,0
06216137,16,4,12,0,0,0,0,0,0.0,0
BR009388,0,0,0,0,0,0,0,0,0.1,0
OC309409,56,28,28,0,1,1,0,0,0.1,1
09125898,1,1,0,0,2,2,0,0,43079.0,0
02103849,21,9,12,0,0,0,0,0,141.42857142857142,0
08615547,2,2,0,0,2,2,0,0,0.9244134869302307,0
05961916,4,1,3,0,1,1,0,0,611.82,0
08349638,5,3,2,0,2,2,0,2,0.1,1
10570450,2,2,0,0,1,1,0,0,0.0,0
03857752,35,10,25,0,1,1,0,1,0.1,1
06923809,3,1,2,0,1,1,0,0,0.0,0
SC284868,10,0,10,0,0,0,0,0,0.1,1
02181038,24,2,22,0,1,1,0,1,0.1,1
06033097,7,3,4,0,2,2,0,1,0.10187521714484246,1
SC329570,2,2,0,0,1,1,0,0,9.682926829268293,0
09165174,1,0,1,0,0,0,0,0,0.1,0
11843748,1,1,0,0,1,1,0,0,0.1,0
08397106,4,4,0,0,2,2,0,0,1.3429355451531595,0
SC367888,4,2,2,0,1,1,0,0,0.1,0
FC016594,10,0,10,0,0,0,0,0,0.1,1
03793191,14,0,14,0,0,0,0,0,2.0416116761121033,1
00650937,22,7,15,0,1,1,0,1,0.1,1
03013518,10,2,8,0,1,1,0,0,-13.115973635746826,0
00698174,29,0,29,0,0,0,0,0,0.1,1
03135522,35,2,33,0,1,1,0,1,0.1,1
SC522767,2,0,2,0,0,0,0,0,0.0,0
02835753,18,4,14,0,1,1,0,1,0.0,1
06636870,2,0,2,0,0,0,0,0,0.1,1
04088384,9,3,6,0,2,2,0,0,0.1,1
05927198,6,0,6,0,0,0,0,0,0.1,1
00737993,106,2,104,0,0,0,0,0,0.1,1
06307081,2,0,2,0,0,0,0,0,0.1,1
04062240,9,3,6,0,1,1,0,0,0.0,1
01813966,44,0,44,0,0,0,0,0,0.1,1
06813694,16,7,9,0,1,1,0,0,0.1,1
10615484,11,10,1,0,2,0,2,0,0.1,0
06679087,6,0,6,0,2,2,0,0,3.5220552378419114,1
10399456,2,2,0,0,1,1,0,0,0.15115994689399762,1
03210452,25,1,24,0,1,1,0,1,0.1,1
02587008,41,13,28,0,0,0,0,0,0.015676774427087686,1
06051085,31,7,24,0,1,1,0,0,0.12991973696934533,0
06782761,3,2,1,0,2,2,0,0,9.020454545454545,0
03158108,28,0,28,0,0,0,0,0,0.1,1
02307211,31,4,27,0,1,1,0,1,0.1,1
SC232870,8,4,4,0,2,1,1,2,0.1,1
SC210712,10,3,7,0,1,1,0,1,0.1,1
SC547970,4,4,0,0,2,2,0,0,5.981446580391172,0
05312868,3,1,2,0,0,0,0,0,18045.2,1
03358561,13,4,9,2,5,5,0,0,0.1,1
SC433625,7,3,4,0,1,1,0,1,0.1,0
10446314,1,1,0,0,1,1,0,0,0.1,0
SC248439,6,2,4,0,1,1,0,0,236.44,0
SC397527,2,1,1,0,1,1,0,0,0.0,1
05145504,7,1,6,0,1,1,0,0,0.1,1
04115329,13,7,6,0,1,1,0,1,0.1,1
03390138,36,7,29,0,0,0,0,0,0.1,1
01658859,96,11,85,0,2,0,2,0,0.1,1
01702378,43,4,39,0,1,1,0,1,0.1,1
FC029802,6,2,4,0,0,0,0,0,0.1,0
02611196,24,0,24,0,0,0,0,0,-2.3998111491921383,0
08659167,3,1,2,0,1,1,0,0,1.8680926916221035,0
09747515,5,4,1,0,4,4,0,0,-62.98719043552519,0
IP031537,0,0,0,0,0,0,0,0,0.1,0
03972550,12,1,11,0,2,1,1,1,0.0,1
SC064653,33,0,33,0,0,0,0,0,0.1,1
07576938,23,0,23,0,3,3,0,0,0.1,1
OC341489,9,5,4,0,1,1,0,1,0.1,1
01852973,28,5,23,0,1,1,0,1,0.1,1
02687168,26,7,19,0,1,1,0,0,0.1,1
07739100,2,0,2,0,0,0,0,0,11.38125,0
07617386,15,5,10,0,1,1,0,1,0.1,1
SC045060,6,3,3,0,1,1,0,0,2950.34,1
03766865,30,0,30,0,0,0,0,0,0.1,1
OC325346,424,136,288,0,1,1,0,1,0.1,1
00513974,14,3,11,0,1,1,0,1,0.1,1
02710955,1,0,1,0,0,0,0,0,0.1,1
SC138004,13,0,13,0,1,1,0,1,0.1,0
05176566,5,0,5,0,0,0,0,0,0.1,1
02368966,15,0,15,0,0,0,0,0,0.1,1
06124302,15,0,15,0,0,0,0,0,0.1,1
SC152631,24,0,24,0,0,0,0,0,0.1,1
01966619,39,11,28,0,0,0,0,0,0.1,1
07705506,8,0,8,0,0,0,0,0,0.0,1
02403779,23,0,23,0,0,0,0,0,0.1,1
09310552,2,2,0,0,1,1,0,0,0.0,0
02068043,31,2,29,0,0,0,0,0,0.1,1
02814203,26,8,18,0,0,0,0,0,0.1,1
05790312,3,3,0,0,2,2,0,0,333.06,0
SC269566,5,3,2,0,1,1,0,0,-3.5114235500878737,1
05467178,4,0,4,0,0,0,0,0,0.1,1
03759658,9,3,6,0,1,1,0,0,43782.666666666664,0
06169938,20,4,16,0,2,2,0,2,0.1,1
05498489,45,0,45,0,0,0,0,0,0.1,1
09267988,2,0,2,0,0,0,0,0,0.1,0
02476685,23,4,19,0,1,1,0,1,0.1,1
00546500,9,6,3,0,1,1,0,0,0.1,1
SC349126,2,0,2,0,3,3,0,1,0.1,1
00149999,117,25,92,0,0,0,0,0,0.1,1
SC166146,27,4,23,0,2,2,0,2,0.1,1
05822343,4,3,1,0,1,1,0,0,0.1,1
BR009549,0,0,0,0,0,0,0,0,0.1,0
06216262,12,0,12,0,0,0,0,0,0.1,1
OC309501,139,65,74,0,0,0,0,0,0.1,1
09125901,3,2,1,0,2,2,0,0,65616.5,0
02104125,16,0,16,0,0,0,0,0,0.1,1
00185691,33,5,28,0,1,1,0,1,0.1,1
05961974,7,2,5,0,1,1,0,0,0.1,0
08349970,1,0,1,0,0,0,0,0,6.166666666666667,0
03857770,27,5,22,0,4,1,3,4,0.1,1
06923903,3,1,2,0,1,1,0,0,0.0,0
SC284983,6,3,3,0,2,2,0,0,2.176309501436357,0
08615669,3,3,0,0,1,1,0,0,67.27,0
02181268,18,3,15,0,1,1,0,1,0.1,1
06033238,90,16,74,0,0,0,0,0,0.1,1
09165220,9,4,5,0,1,1,0,1,0.1,1
11843898,1,1,0,0,1,1,0,0,0.1,0
SC329602,3,3,0,0,2,2,0,0,0.33336671870857515,0
08397816,4,3,1,0,3,2,1,0,0.5881220360008786,0
SC368059,6,4,2,0,3,3,0,0,0.1,0
